OPIS Truckstop ID,latitude,longitude,Retail Price
1585,32.3207,-102.552,3.369
1590,41.5729,-87.2599,3.559
1596,35.4692,-108.4396,3.44233333
1597,40.1777,-80.1303,4.999
1599,42.115852,-78.942291,3.449
1602,31.1707,-88.9252,3.56566666
1606,48.0809,-122.1561,4.559
1610,39.3051,-76.6144,4.759
1618,38.8201,-81.7091,3.499
1621,33.5279,-86.7971,3.489
1622,33.21,-97.7708,2.78233333
1623,39.8641,-104.843,3.389
1625,33.3483,-80.6843,3.43233333
1632,32.3265,-106.7893,3.19066666
1633,29.2803,-98.6556,3.109
1634,42.8803,-87.9009,3.889
1644,32.4419,-100.5322,2.929
1646,41.3483,-86.3187,3.609
1647,41.6168,-87.4909,3.76566666
1653,41.8375,-87.6866,3.584
1654,30.8608,-96.9763,2.989
1661,32.5153,-92.3539,3.159
1669,42.9463,-74.3704,3.169
1670,37.0757,-94.5018,3.449
1671,35.3114,-78.6129,3.699
1672,35.1984,-101.8316,2.899
1699,33.178,-86.2605,3.799
1700,33.0306,-94.725,3.109
1720,37.0466,-100.9295,3.01566666
1749,30.4458,-93.9625,3.149
1753,31.8868,-97.0799,2.899
1773,43.3947,-85.4683,3.299
1791,32.0243,-102.1147,3.56566666
1807,35.3461,-101.3804,3.314
1810,36.3928,-100.7976,2.999
1829,27.2413,-80.8298,3.7089999999999996
1832,31.3074,-89.317,3.299
1834,32.537,-94.3515,2.899
1849,31.4424,-100.4504,3.244
1855,42.8121,-85.7279,3.499
1858,29.4632,-98.5238,3.224
1859,38.6663,-80.7116,3.559
1860,38.8645,-84.6122,3.019
1861,35.217,-114.0105,3.899
1866,42.1159,-86.4488,3.649
1873,41.8346,-86.2473,3.7990000000000004
1874,32.653,-96.5456,2.95066666
1879,44.6774,-93.252,3.549
1888,31.8392,-100.986,3.28066666
1889,36.3376,-102.076,2.96566666
1893,32.734,-96.2931,2.87066666
1894,28.4668,-98.1784,3.06566666
1897,32.4522,-99.8665,2.87566666
1905,33.6612,-96.9022,2.88566666
1909,37.6834,-113.0956,3.459
1914,38.9935,-110.1723,3.709
1921,40.6502,-111.5013,3.45233333
1923,38.9387,-111.8652,3.459
1930,37.2625,-97.426,3.299
1931,40.8731,-111.917,3.459
1934,36.851,-80.9142,3.24066666
1936,36.6181,-82.1604,3.399
1940,37.0987,-80.6831,3.199
1944,36.5854078,-80.7611817,3.589
1950,38.2807,-77.1896,3.399
1951,38.1593,-79.0611,3.38566666
1953,38.136,-78.1879,3.699
1954,36.6953,-76.6398,3.03233333
1956,38.9465,-78.44,3.659
1958,36.953,-81.0881,3.41233333
1960,44.2659,-72.5717,3.699
1962,38.3317,-82.9371,3.799
1976,47.6671,-117.433,3.974
1977,46.4415,-122.8497,3.839
1983,45.1033,-91.4915,3.41566666
1985,43.9197,-90.2697,3.154
2000,45.0871,-87.6336,3.399
2002,46.6941,-92.0823,3.339
2009,43.7403,-87.7316,3.29066666
2020,39.6594,-79.6406,3.499
2021,38.4109,-82.4345,3.499
2022,38.310097,-79.1128169,3.599
2029,42.8473,-106.383,3.169
2030,42.842,-106.3208,3.429
2034,41.135,-104.7902,3.699
2040,42.7542,-105.3969,3.499
2041,41.1802,-104.0748,3.699
2044,41.668,-107.9792,3.499
2074,29.4632,-98.5238,3.059
2076,33.5958,-99.258,3.299
2078,33.4421,-101.6476,2.969
2084,31.5673,-103.006,2.879
2087,41.7399,-111.8422,3.42566666
2088,38.7613,-112.0931,3.699
2089,41.9728,-112.7164,3.749
2115,43.5348,-89.9965,3.194
2125,41.3099,-105.6085,3.249
2144,39.621,-77.4076,4.099
2152,43.6441,-94.4621,3.299
2167,45.5616075,-94.1642004,3.28733333
2182,37.9373548,-79.2328102,3.659
2192,39.6023047,-79.1128169,3.599
2194,39.0448,-82.6458,3.799
2196,41.1612,-81.2422,3.31566666
2204,34.0548,-87.5555,3.68233333
2209,34.7807,-92.2371,3.03233333
2219,34.1087,-83.8127,3.27233333
2223,32.3658,-81.8845,3.23233333
2227,41.748,-88.1659,3.3289999999999997
2231,38.6280278,-90.1910154,2.899
2255,41.5648,-83.4255,3.49233333
2267,36.5412,-86.6765,2.949
2283,27.8868,-81.8214,3.52233333
2287,40.0271453,-78.5237447,4.099
2306,34.9415,-81.0241,3.079
2310,35.066,-85.2481,2.889
2311,35.7193,-86.4129,3.13233333
2331,36.8468,-76.354,3.499
2336,36.953,-81.0881,3.549
2340,45.5409,-90.2897,3.039
2557,32.9762,-96.3175,2.899
2602,39.5538,-84.2952,3.35233333
2623,42.6854,-89.0135,3.299
2626,41.7849,-107.2265,3.319
2629,39.7275,-75.4691,3.989
2635,45.2284,-122.7573,3.859
2638,43.0421,-108.4144,4.399
2640,38.3541,-89.377,3.349
2644,40.0404,-105.0399,3.499
2756,39.1904082,-81.5320773,3.499
2761,39.8934,-96.8753,2.95566666
2764,36.8613,-101.2162,3.56233333
2765,38.074,-102.6154,3.46233333
2772,41.728,-84.9396,3.899
2779,42.5599,-113.7624,3.56066666
2788,44.1538,-72.0615,3.569
2805,42.4288,-112.1233,3.799
2807,36.5692,-87.3413,3.30733333
2811,43.0482,-76.5637,3.899
2817,46.6638,-122.965,4.299
2848,33.488,-112.9308,3.939
2851,32.5995,-114.5491,3.479
2862,32.4068,-91.1916,3.209
2864,36.8437,-94.3758,3.059
2875,38.2701,-104.6114,3.399
2883,29.178,-82.1511,3.385666665
2885,30.9052,-84.5732,3.599
2889,34.4844,-87.2833,3.099
2891,39.5736,-119.7161,3.949
2895,40.486,-81.4401,3.31566666
2896,46.3934,-116.9933,3.669
2897,41.3274,-110.2977,3.46566666
2910,46.8651,-96.8292,3.569
2913,36.0284,-83.4308,3.259
2915,43.0144,-112.4572,3.519
2917,37.2712,-79.0962,3.519
2922,35.1054,-106.6465,3.52066666
2923,37.9287494,-77.4558151,3.6
2924,30.9221,-93.9947,3.13233333
2926,40.2752,-76.8843,3.499
2929,46.8568,-99.9181,3.599
2935,30.3322,-81.6749,3.299
2937,38.8645,-84.6122,3.08566666
2956,35.2083,-80.8303,3.55233333
2963,46.9063,-98.6937,3.629
2967,41.5377,-83.6413,3.78566666
2968,32.5185,-92.0774,3.129
2977,43.8325,-101.5081,3.229
2982,32.9923471,-87.7905674,3.089
3003,32.322,-90.9414,2.994
3008,30.2957,-82.9847,3.779
3022,39.7907,-77.7267,3.959
3030,36.0475,-90.2909,3.199
3064,38.074,-102.6154,3.399
3086,37.4487,-79.1057,3.49566666
3093,45.182,-89.6994,3.24066666
3096,31.2336,-85.407,3.959
3118,44.986656,-73.446693,3.799
3128,33.292,-83.9679,3.334
3138,39.0877,-108.5673,4.049
3139,35.6014,-98.1248,3.10566666
3148,36.8437,-94.3758,3.059
3155,34.7204,-87.7035,3.00733333
3163,36.1283,-95.9042,3.039
3164,36.1283,-95.9042,3.039
3165,36.6769,-97.3235,3.584
3167,33.8508,-87.271,3.229
3171,36.1482,-85.5109,3.084
3176,41.5005,-85.8249,3.65733333
3178,47.3887,-122.2128,4.599
3179,41.5729,-87.2599,3.56566666
3191,35.463,-86.0774,3.049
3205,43.9835,-96.8148,3.159
3206,46.5999,-95.5771,3.499
3215,28.1805,-81.8296,3.449
3216,36.6686,-87.4216,3.04233333
3221,35.3123,-91.5709,3.395
3222,26.2428,-80.1312,3.759
3226,40.2752,-76.8843,3.609
3227,33.0016,-80.1799,3.219
3230,27.2243,-98.1452,3.299
3264,35.2734,-90.4642,3.36733333
3280,42.7613,-104.4584,3.689
3281,41.0088,-76.8507,3.799
3284,37.4945,-94.2791,3.199
3297,41.135,-104.7902,3.70066666
3316,34.7807,-92.2371,3.249
3326,43.286,-76.1419,4.299
3330,43.0361995,-70.8328322,3.759
3349,32.3846,-88.6896,2.939
3383,35.4676,-97.5136,2.879
3386,40.1686,-105.1005,3.239
3401,34.3718,-81.0907,3.09066666
3413,31.924,-92.6425,3.319
3415,32.3958,-82.0621,3.249
3418,39.11,-80.4085,3.999
3421,47.3091,-122.3358,4.599
3422,29.5891,-97.9676,2.889
3427,41.728,-84.9396,3.699
3432,40.7667,-87.1391,3.684
3435,30.666,-97.6966,2.799
3444,28.4773,-81.337,3.449
3460,43.0743,-94.2311,3.499
3464,43.6005,-116.2308,3.379
3471,32.0286,-81.1821,3.125666665
3475,35.4764,-80.6408,3.499
3477,43.2988213,-72.4817747,3.699
3479,32.472,-83.7283,3.099
3493,34.1644,-84.8009,3.08566666
3519,30.1226,-93.7607,3.309
3522,30.71,-94.9381,2.859
3526,40.3957,-84.1754,3.064
3530,42.0173,-94.3799,3.23233333
3536,35.1984,-101.8316,3.279
3539,29.5891,-97.9676,3.099
3545,44.8906694,-93.0372808,3.499
3580,41.7761,-107.1199,3.759
3585,40.1787,-118.4775,3.499
3588,29.8167,-94.3807,2.999
3592,41.3184,-110.3894,3.71566666
3593,37.8326,-112.8296,3.70566666
3605,39.7686055,-94.8466322,3.169
3608,39.7968,-88.2749,3.199
3614,41.6767,-86.2696,3.799
3616,41.6638,-83.5827,3.77233333
3619,39.5226,-87.124,3.659
3620,39.4362,-83.8141,3.14233333
3645,41.0308914,-77.9494489,3.469
3678,27.7556,-98.0653,3.099
3688,42.6904,-82.7398,3.569
3692,35.2083,-80.8303,3.53233333
3699,40.6878,-85.425,3.399
3702,44.9739364,-79.1128169,3.649
3707,43.6548,-93.3643,3.299
3718,43.7956,-99.3263,3.299
3719,40.5086,-78.6349,3.999
3725,41.5191,-80.047,3.81566666
3728,42.6664,-73.7987,3.799
3737,34.5506573,-79.1128169,3.399
3745,45.636,-109.2488,3.58066666
3759,35.6234,-91.2322,4.13233333
3767,36.6953,-77.5356,3.099
3772,39.3042,-102.2712,3.499
3774,39.3042,-102.2712,3.889
3781,40.859,-102.8013,3.38233333
3783,39.762,-104.8758,3.299
3794,43.6265,-94.9891,3.299
3817,38.8674,-104.7605,3.159
3843,36.2837,-97.3094,3.21566666
3868,38.8072,-75.59,3.2489999999999997
3888,46.398,-112.7334,3.519
3889,27.4901,-82.5757,3.439
3907,40.8472,-73.9966,3.279
3908,26.1412,-80.1464,3.699
3927,26.1412,-80.1464,3.66566666
3936,36.204,-86.3481,2.989
3946,39.4179,-92.4364,3.469
3949,30.1901,-82.6471,3.699
3956,27.3037,-81.371,3.399
3964,42.2165,-85.7858,3.4939999999999998
3970,32.91,-96.6304,2.84233333
3973,35.4676,-97.5136,3.319
3974,35.3862,-99.4301,3.12566666
3975,30.2809,-82.1253,3.459
3979,41.5905,-87.3473,3.83066666
4006,33.2184,-92.664,3.499
4008,44.954,-92.3709,3.503
4025,34.5211,-82.6478,2.909
4035,35.2762,-93.1383,3.387
4062,37.0045,-79.8854,3.299
4063,31.3074,-89.317,2.999
4080,25.784,-80.2101,3.699
4101,36.3084275,-95.3169136,3.099
4113,36.4063,-97.87,3.08233333
4115,33.7628,-84.422,3.34066666
4119,31.5065,-82.8544,3.44066666
4156,29.4632,-98.5238,3.20733333
4161,31.8003,-81.419,3.52566666
4164,30.8394,-83.9782,3.23566666
4169,35.217,-114.0105,3.899
4171,47.4828,-94.8797,3.499
4172,47.7213,-116.9384,3.76233333
4179,32.1951,-81.1991,3.099
4187,34.5789,-84.9439,3.29566666
4193,32.6871,-97.0208,3.599
4199,38.8753,-98.6989,2.959
4204,34.7600791,-85.531076,3.839
4211,35.7790078,-115.324314,3.73233333
4220,39.0986,-84.8713,3.424
4222,36.3893,-87.0455,2.899
4223,42.9611,-78.4028,3.874
4227,35.4676,-97.5136,3.35566666
4233,32.4653,-93.7955,2.89233333
4239,38.0018,-84.1908,2.92233333
4241,33.6399,-84.3376,3.999
4267,39.9888,-76.0212,3.799
4292,41.6802,-93.2385,3.08233333
4301,46.8918,-102.7925,3.51566666
4311,32.2698632,-86.3571916,3.139
4331,42.5002,-90.707,3.559
4332,40.7626,-87.9975,3.464
4335,42.4477,-90.8448,3.489
4339,26.2448,-97.7257,3.049
4349,42.4635,-92.2766,3.729
4363,31.9012,-81.3125,3.09566666
4368,37.2564382,-93.507696,3.074
4372,32.3904,-81.9565,3.46566666
4373,41.1818,-93.7311,3.114
4389,41.5592,-95.9028,3.399
4395,36.8854,-89.5877,3.499
4417,35.0034,-106.0444,3.21733333
4419,40.2684,-94.0282,3.06066666
4427,41.5004,-94.3182,3.099
4431,41.9902,-92.5803,3.349
4437,41.3807,-95.6821,3.00066666
4441,36.168,-82.8197,3.56233333
4442,34.3188,-78.2267,3.50733333
4445,45.1865,-93.5783,3.274
4446,35.1984,-101.8316,3.209
4451,43.9835,-96.8148,3.099
4452,42.4918,-92.3522,3.499
4458,41.6683,-92.0103,3.13066666
4460,38.7253,-84.8238,3.16566666
4463,32.4933,-95.4069,2.80733333
4482,43.6005,-116.2308,3.78733333
4492,48.6928,-116.3184,3.734
4525,46.3934,-116.9933,3.69733333
4528,47.436,-120.3295,4.135666666666666
4533,33.5279,-86.7971,2.97566666
4544,36.7335,-76.0435,3.489
4555,35.3634,-86.8584,3.799
4560,41.8734,-112.1454,3.58233333
4563,40.4757,-88.9703,3.499
4568,42.9463,-74.3704,3.179
4569,37.1565,-88.7082,3.599
4574,40.1888,-88.3901,3.669
4582,46.2854,-96.0758,3.23566666
4605,36.6953,-77.5356,3.799
4618,32.4359,-93.9643,2.899
4620,28.7752,-82.0075,3.27233333
4622,37.7825,-79.4441,3.659
4628,38.7176,-77.7976,3.32233333
4637,40.1508,-89.372,3.449
4642,39.3986,-87.69,3.299
4644,41.5327,-87.8781,3.3689999999999998
4654,43.0852666,-77.9418857,4.029
4655,42.2226,-78.0327,3.999
4690,32.6974,-97.6069,2.799
4700,41.3099,-105.6085,3.079
4704,39.6257,-79.32,4.199
4707,40.1538,-79.7424,3.899
4729,39.8082,-85.2909,3.859
4742,46.9189,-104.0055,3.96566666
4750,41.5727,-91.2623,2.98733333
4762,41.9155,-83.3849,3.3165
4806,32.7536,-97.7723,2.91733333
4818,43.1324,-115.697,3.779
4819,37.1751,-104.4908,3.399
4826,33.5935,-86.1365,2.999
4827,30.0849,-94.1451,3.33066666
4837,46.3349,-94.6423,3.399
4856,45.8899,-111.5525,3.59733333
4858,38.0368,-97.3449,3.3602499999999997
4860,41.1784,-90.3221,3.899
4872,34.2134,-83.4733,3.21566666
4874,31.8801,-102.3448,3.049
4878,43.5844,-116.5638,3.374
4881,40.1462685,-74.7114508,4.029
4885,38.8867,-89.3894,3.709
4887,41.5532,-84.141,3.699
4894,39.5211,-86.7995,3.699
4905,41.4468,-82.7024,3.53233333
4909,29.178,-82.1511,3.459
4910,38.9935,-110.1723,3.68566666
4918,35.9692,-83.9496,3.699
4920,46.5978166,-0.8150321,3.22733333
4921,36.9323,-84.1006,3.609
4927,32.8444,-86.6233,3.20733333
4933,36.901,-81.2765,3.299
4977,44.3927,-89.8265,3.26233333
4981,42.2618,-84.9598,3.499
4983,44.9586,-92.1705,3.549
4996,45.7891,-108.5526,3.59066666
5003,39.042,-76.063,3.259
5006,40.6251,-74.2383,3.799
5024,38.2867,-90.3988,2.99066666
5030,41.0195,-92.4186,3.399
5044,37.105,-93.819,3.409
5050,40.4109,-95.5332,3.099
5056,39.8699,-94.1416,3.119
5057,39.7444,-94.2329,3.099
5060,35.217,-114.0105,3.539
5064,31.6956,-89.1449,2.879
5079,39.9381011,-91.5237663,3.01566666
5085,39.4768,-80.1491,3.399
5111,31.3074,-89.317,3.149
5117,39.9706,-86.3612,3.29233333
5128,41.6683,-92.0103,3.14233333
5131,40.4109,-95.5332,3.40566666
5132,38.0671,-91.4057,3.26566666
5160,39.9697,-81.2973,3.16566666
5163,34.3103831,-88.7883888,2.939
5165,36.7177,-86.5595,3.08566666
5167,41.514,-87.2729,3.63233333
5170,39.9990119,-78.2404221,5.099
5183,35.5885,-78.137,3.709
5191,43.3922,-89.4059,3.17233333
5202,42.326,-111.2988,3.699
5203,30.5535,-87.7023,3.469
5207,39.1233,-100.8449,3.61566666
5227,35.3114,-78.6129,3.709
5230,41.5715,-91.1664,3.01566666
5232,30.4904,-92.4191,3.399
5234,36.9218,-93.9278,3.29066666
5236,39.6066,-75.8209,4.199
5245,39.8362,-99.8916,3.15733333
5247,42.8385,-89.0699,3.199
5249,36.5562,-90.5139,2.999
5254,35.5444359,-82.6838032,3.799
5255,38.8833,-94.82,3.339
5258,30.5061,-90.4563,3.249
5282,37.6765,-98.7451,3.14066666
5285,40.7528,-74.1202,3.799
5297,47.1279,-119.2759,4.042333333333334
5299,36.7177,-86.5595,3.084
5302,37.4168,-79.8779,3.03233333
5306,40.9497,-80.6611,3.799
5309,33.7335,-85.2859,3.40733333
5310,44.455,-93.1698,3.859
5324,41.3535,-83.1147,3.38233333
5341,42.781,-96.1733,3.299
5349,33.207,-82.3878,3.41566666
5363,40.163,-76.3964,4.499
5389,41.2279,-111.9682,3.749
5391,32.2682,-109.2302,2.959
5399,36.9798,-80.9678,3.549
5407,39.5669,-97.6467,2.91233333
5414,32.747,-111.5992,3.199
5419,35.217,-114.0105,3.399
5422,40.7626,-87.9975,3.129
5424,37.4042,-86.8741,3.399
5435,37.2836,-100.343,3.799
5436,37.4241,-86.4906,3.73233333
5446,32.4653,-93.7955,3.17566666
5462,43.4871,-112.0362,3.44733333
5464,37.6017278,-85.9055189,3.609
5474,28.382,-80.7675,3.37566666
5477,44.3827,-123.111,3.099
5479,26.8941,-82.0513,3.799
5491,37.1923,-84.1209,2.999
5492,39.7054,-78.1749,4.129
5522,36.5177,-89.6063,3.109
5523,39.2653,-103.6857,3.92066666
5529,36.5083,-80.6155,3.599
5537,38.314,-88.9174,3.463
5554,33.9154,-93.1545,3.459
5560,38.9472,-92.3268,3.539
5569,37.1072,-92.4189,3.449
5570,30.5061,-90.4563,3.249
5579,41.4366,-97.3565,3.219
5592,34.0378,-80.9036,3.439
5597,30.201,-93.2111,3.299
5601,37.0711,-88.644,3.429
5603,40.8742,-81.3971,3.624
5606,46.829,-100.887,3.95233333
5607,32.2389,-96.4978,3.019
5608,32.0355,-93.7004,3.13566666
5613,46.5923,-120.5496,3.999
5618,40.0324,-86.4551,3.584
5649,30.1828,-90.8674,3.699
5651,38.1370153,-85.0743978,3.749
5659,28.33,-98.1183,3.299
5660,42.1764,-72.5719,3.509
5661,36.1482,-85.5109,3.299
5667,35.4854,-82.9996,3.759
5669,43.9106,-91.3605,3.474
5670,38.314,-88.9174,3.4956666666666667
5674,33.5793,-83.4758,3.89066666
5677,43.8325,-101.5081,3.189
5691,42.1159,-86.4488,3.059
5700,43.6992,-85.4806,3.405666666666667
5718,36.058,-102.5123,3.199
5721,39.1488,-76.7772,4.599
5729,44.8893,-91.9084,3.649
5730,43.3268,-83.0806,3.399
5739,41.9155,-83.3849,3.3890000000000002
5751,30.6851,-83.1873,3.31566666
5754,42.8195,-84.232,3.7489999999999997
5758,42.9821,-82.4388,3.899
5770,43.5018,-87.8476,3.25566666
5771,45.8731634,-91.1468287,3.5490000000000004
5774,41.0338,-77.3023,3.479
5780,35.7506938,-79.1128169,3.449
5799,43.6695,-93.5735,3.299
5801,36.953,-81.0881,3.519
5821,45.2284,-122.7573,4.03233333
5823,32.2949,-81.0321,3.08233333
5830,42.2618,-84.9598,3.5056666666666665
5842,41.4181,-87.7502,3.4523333333333333
5860,44.2996,-93.2789,3.759
5873,44.1715,-93.9772,3.499
5901,46.4731,-96.2842,3.209
5903,45.736,-94.9523,3.189
5907,44.7745,-93.4772,3.599
5909,43.9693607,-92.0659824,3.529
5927,38.4362,-78.8735,2.899
5935,39.9928898,-79.1128169,3.329
5942,38.336,-90.4046,2.99733333
5944,43.0775,-88.9055,3.36066666
5946,44.0716,-103.2204,3.999
