OPIS Truckstop ID,latitude,longitude,Retail Price
62911,36.896,-77.819,3.099
62918,41.322,-81.4451,3.63233333
62991,41.4539745,-75.382681,3.58566666
62996,40.5583,-78.0997,3.539
63013,41.6226185,-71.6657892,3.76566666
63018,32.8168,-79.9687,3.299
63126,29.565,-98.2535,2.92566666
63193,38.7176,-77.7976,3.25733333
63211,48.4229,-119.5159,4.149
63246,42.6995,-87.9019,3.889
63313,35.2035,-90.2059,3.199
63330,34.2662,-85.1863,3.06233333
63336,39.7709,-89.654,3.354
63349,36.6686,-87.4216,3.15233333
63351,37.5904,-84.2898,2.999
63353,40.3395,-88.7628,3.504
63376,44.7745,-93.4772,3.599
63379,39.0075,-94.1282,3.21233333
63388,35.7311,-77.9284,3.199
63391,41.1263,-100.7641,3.449
63409,42.9611,-78.4028,3.889
63428,35.482,-95.5224,3.699
63442,35.9815,-87.1291,3.18566666
63455,39.2564912,-78.096111,3.659
63456,37.2043,-77.3913,3.20066666
63495,33.2263,-97.5875,2.91566666
63498,36.0926,-79.3615,3.959
63500,43.3706,-83.8827,3.339
63501,40.2,-77.2034,4.099
63502,35.6689,-97.416,3.30566666
63506,44.5241,-89.5507,3.559
63509,34.3729,-83.2328,3.205666665
63510,34.339,-79.4337,3.349
63511,33.1859958,-80.5756534,3.519
63512,36.1126365,-80.0144842,2.854
63516,38.739,-78.651,2.874
63517,33.5935,-86.1365,3.084
63519,38.4117,-81.8193,3.62566666
63522,36.204,-86.3481,3.24566666
63523,34.5731,-86.9905,3.859
63524,31.9563,-83.7694,3.3089999949999997
63530,30.0687,-89.9288,3.799
63532,35.7432,-95.3567,3.25233333
63533,43.6453,-116.6594,3.78733333
63538,44.6354,-88.0683,3.269
63540,32.6476,-83.7539,3.17233333
63545,35.122,-81.5182,3.419
63546,32.9359,-82.8134,3.46566666
63563,31.0407,-104.8341,3.659
63564,39.9862,-82.9855,3.509
63565,32.9662,-112.7154,3.889
63566,30.4456,-91.2098,3.259
63568,38.4028,-96.1932,3.25233333
63569,41.4828,-95.3373,3.659
63570,40.9862,-81.9949,3.699
63571,30.0687,-89.9288,3.299
63572,34.5006,-114.3113,3.9240000000000004
63574,44.0259,-116.976,3.699
63575,35.4292,-96.2998,2.879
63577,41.4507,-88.2791,3.799
63579,39.445,-75.7183,3.239
63580,42.4635,-92.2766,3.779
63581,38.0423,-84.4587,3.224
63582,41.4366,-97.3565,3.099
63583,41.4366,-97.3565,3.179
63584,33.7342,-85.0289,3.4189999999999996
63586,36.1894,-95.3374,3.29066666
63587,38.8136,-97.6143,2.974
63588,42.6995,-87.9019,3.769
63594,36.6686,-87.4216,3.15233333
63595,40.741,-84.112,3.25566666
63596,36.2323,-89.7475,3.25566666
63597,32.3438,-108.7021,3.439
63598,43.7995,-90.0775,3.299
63599,40.7776,-111.9311,3.359
63600,32.3157,-90.2125,3.149
63601,32.7536,-97.7723,3.209
63602,34.9361,-104.6769,3.474
63603,31.3217,-94.7277,3.649
63604,29.6493,-81.6705,3.364
63605,38.1370153,-85.0743978,3.759
63606,40.0324,-86.4551,3.64066666
63607,43.9622,-90.3791,3.234
63608,42.2671,-89.234,3.269
63609,42.2596,-89.064,3.269
63612,27.4255,-80.3431,3.499
63613,32.3438,-108.7021,3.439
63614,40.1187,-85.5567,3.5815
63615,37.0987,-80.6831,3.24233333
63616,42.4258,-83.753,3.624
63619,32.512,-92.1513,3.20566666
63620,32.3359,-90.0802,3.149
63621,32.7935,-96.7667,2.96566666
63623,27.4255,-80.3431,3.489
63624,30.2403,-92.2668,3.36566666
63625,39.7275,-75.4691,3.989
63627,34.4909,-89.0201,3.859
63628,30.8578,-88.0631,3.197
63629,44.5795,-91.212,3.54566666
63630,39.8641,-104.843,3.37566666
63635,39.0277,-96.8508,3.709
63636,31.4957,-110.9885,3.6365
63637,39.8935,-83.4375,3.509
63639,39.5226,-87.124,3.939
63640,38.0648,-83.9472,3.859
63641,27.9981,-82.2735,3.44233333
63642,35.2289,-92.3836,3.30733333
63648,33.4473361,-84.1468616,3.209
63649,31.0385,-82.742,3.44233333
63651,33.9508,-83.3689,3.399
63652,42.4621,-91.9027,3.599
63653,42.0679,-110.9609,3.899
63661,34.961,-89.8469,3.28566666
63662,32.6476,-83.7539,3.3756666600000003
63667,33.2858,-79.6945,2.974
63668,33.664876,-80.7778681,3.509
63669,32.5983,-96.6815,2.75566666
63671,42.0653,-104.1737,3.399
63676,44.2179,-85.962,3.499
63680,43.133061,-71.549149,4.099
63685,35.2315,-88.3381,3.099
63690,33.8056,-93.3909,3.47566666
63691,30.4114,-83.3003,3.84733333
63694,33.4899,-89.728,3.499
63695,33.7342,-85.0289,3.419
63697,37.1051,-76.5185,3.30566666
63699,41.8236361,-90.5382696,3.599
63700,42.5243,-83.5346,3.999
63701,40.5393,-112.3082,3.759
63702,38.1663,-85.6485,3.08233333
63703,39.9862,-82.9855,3.56566666
63704,39.1413,-84.506,3.239
63706,43.0642,-87.9675,3.42566666
63715,40.8439,-111.9187,3.73233333
63716,42.2596,-89.064,3.649
63718,41.9197,-89.0629,3.699
63720,33.5722,-112.0892,3.589
63721,27.794,-97.6692,3.349
63722,30.4456,-91.2098,3.23233333
63724,35.6538,-88.8354,3.49733333
63725,34.1644,-84.8009,3.599
63726,36.1283,-95.9042,3.36566666
63727,42.1014,-75.9093,3.709
63728,41.5989,-90.7744,3.87233333
63729,40.7407,-114.0783,3.709
63730,39.7468,-81.5127,3.65233333
63731,30.2393,-93.013,3.58733333
63732,32.747,-111.5992,3.434
63734,35.2747,-77.5939,3.319
63736,31.0407,-104.8341,3.099
63737,30.2365,-92.193,3.41066666
63738,40.2736,-96.7455,3.399
63740,36.6958,-79.3774,3.439
63741,37.3531,-77.4342,3.20233333
63743,41.3272,-75.7888,4.17566666
63744,36.6686,-87.4216,3.15233333
63745,38.2039,-87.5751,3.959
63746,35.0743,-81.6552,3.429
63747,38.6914606,-84.3689142,3.759
63751,32.3157,-90.2125,3.109
63752,41.1665,-80.6963,3.239
63753,34.491,-84.9386,3.29566666
63754,39.6023047,-79.7078303,3.599
63755,35.4147,-94.5137,3.739
63756,33.3645,-82.0708,3.859
63759,36.6965,-94.9575,3.099
63760,29.58,-90.7059,3.56566666
63761,45.210202,-93.6648083,3.309
63762,41.247,-87.8457,3.3156666666666665
63763,41.3333679,-89.0917497,3.439
63764,31.7183,-96.1697,3.429
63766,41.7641517,-83.7493869,3.6215
63767,33.7322,-101.8435,2.92566666
63768,39.0652,-93.727,3.23566666
63770,41.7692,-80.8556,3.859
63771,42.4892,-93.5412,3.699
63773,39.2394,-94.4191,2.999
63774,39.6401,-77.7217,3.959
63775,42.4825,-89.026,3.799
63776,44.1715,-93.9772,3.549
63777,44.0912,-93.2312,3.499
63778,44.9497487,-93.0931028,3.629
63781,39.6063,-82.9334,3.799
63782,38.4156,-95.8622,3.17233333
63787,30.4426,-88.9514,3.449
63789,41.3247,-87.2018,3.4765
63790,36.1087,-83.297,3.699
63791,31.5599,-97.1882,3.22066666
63792,29.178,-82.1511,3.385666665
63793,36.4247,-99.4058,2.999
63794,33.1421,-95.6122,3.309
63795,36.4426,-103.1574,3.414
63796,36.0852,-79.2736,3.999
63798,36.7899,-81.7726,3.58733333
63799,35.2923,-95.5863,3.689
63800,41.2222218,-73.0570603,4.299
63801,39.1238,-94.5541,3.38233333
63802,35.1872,-111.6194,3.689
63803,35.51,-94.074,3.27233333
63805,27.7556,-98.0653,2.899
63812,37.6017278,-85.9055189,3.599
63813,29.4632,-98.5238,3.20733333
63828,34.1985,-86.1529,3.519
63829,33.1254,-86.7449,3.199
63836,34.7947,-91.7361,3.139
63841,33.2775,-93.2261,3.599
63846,35.0635,-94.2373,3.33233333
63848,33.436,-93.9959,3.479
63850,35.2425,-111.8138,3.6239999999999997
63854,34.7861,-94.0507,3.299
63855,31.9157,-110.3257,3.279
63856,34.4233,-112.2408,3.6952499999999997
63870,39.8641,-104.843,3.45566666
63871,39.1548,-108.7305,3.399
63876,28.3041,-81.4169,3.449
63887,34.3709,-84.9212,2.88733333
63893,33.7628,-84.422,3.27566666
63894,34.1644,-84.8009,3.224
63895,34.7808,-84.7835,3.499
63904,32.0286,-81.1821,3.63233333
63907,34.1373,-83.6021,3.119
63909,30.8194,-81.7216,3.109
63910,32.8065,-83.6974,3.399
63912,30.8194,-81.7216,3.565666665
63914,34.3955,-83.6659,3.539
63915,32.5748608,-79.1128169,3.399
63922,30.8394,-83.9782,3.18066666
63925,30.8502,-83.2788,3.32233333
63931,34.4233,-79.3689,3.33066666
63937,40.7513,-95.8133,3.694
63938,41.014,-95.225,3.399
63942,30.0687,-89.9288,3.279
63946,41.5188,-88.1499,3.599
63955,39.7261,-89.9143,3.485666666666667
63957,39.1637,-86.5257,3.499
63959,41.8209,-88.1857,3.5490000000000004
63960,41.4274,-84.8721,3.519
63962,41.6916,-85.9627,4.11566666
63964,29.2803,-98.6556,3.208
63965,40.281,-86.5212,3.549
63966,41.0888,-85.1436,3.67566666
63972,41.7228,-85.4255,3.899
63977,38.1997,-86.3454,3.499
63978,41.6696,-85.7075,3.549
63979,30.1396,-91.954,3.049
63988,37.5327,-95.822,3.299
63990,39.7602,-94.9396,2.999
63992,38.2845,-95.2408,3.319
63994,39.0277,-96.8508,3.35566666
63997,37.6898,-96.7837,3.399
64001,37.622,-96.2273,3.249
64002,37.8357,-85.7243,3.16566666
64003,37.4042,-86.8741,3.614
64016,37.2174,-86.7001,3.799
64020,31.2923,-92.4702,3.21566666
64021,30.7265747,-90.5089815,3.399
64028,29.9516,-91.9916,2.999
64029,30.0132,-90.8232,3.399
64030,29.8558,-90.0045,3.43233333
64034,29.7851,-91.5098,3.899
64036,29.58,-90.7059,3.599
64040,30.2393,-93.013,3.599
64042,46.5978166,-0.8150321,3.259
64043,32.0355,-93.7004,3.259
64044,30.0687,-89.9288,3.149
64045,30.4456,-91.2098,3.33233333
64047,30.4456,-91.2098,3.06566666
64048,30.4456,-91.2098,3.21566666
64049,29.5669,-90.3751,3.399
64050,29.8871,-90.1126,3.279
64058,30.1957,-93.5818,2.799
64059,33.0019,-93.4613,3.399
64060,32.8711,-93.9862,3.26566666
64062,42.0768175,-71.6298483,3.649
64063,42.1500947,-71.8684054,3.58233333
64069,38.6963,-76.8846,3.259
64072,43.3799,-84.6556,3.649
64082,42.9855,-83.9325,3.379
64083,41.7641517,-83.7493869,3.499
64084,42.2633,-84.5793,3.499
64085,42.2237,-83.366,3.4790000000000005
64087,42.4934,-83.027,3.7489999999999997
64091,45.9862,-94.3586,3.399
64092,33.1923,-87.4543,2.93233333
64097,45.1216,-95.0569,3.34066666
64098,43.6281,-95.599,3.16566666
64101,37.3833,-93.1522,3.13233333
64106,37.0757,-94.5018,2.899
64112,37.1943,-93.2916,2.899
64116,42.7534,-84.7448,3.789
64120,46.4767,-89.9336,3.279
64122,35.17,-103.7046,3.899
64124,45.5616075,-94.1642004,3.36233333
64126,47.2389,-93.6396,3.449
64132,34.9474,-88.5143,3.089
64139,30.9312,-88.5959,3.399
64153,35.9792,-78.9022,3.799
64155,36.1224,-78.6757,3.999
64156,35.6936,-78.6181,3.499
64163,35.0063,-80.5596,3.399
64167,42.8467063,-71.3615507,3.939
64170,35.1635,-78.737,2.999
64171,34.9994,-78.0928,2.87566666
64172,40.9614,-96.4433,3.399
64173,40.8099,-96.6784,3.36566666
64181,40.4278841,-74.415984,3.899
64182,40.8313,-74.0147,3.899
64183,40.55418,-74.28600077,3.899
64187,35.6011,-105.2206,3.18566666
64189,35.17,-103.7046,3.259
64195,42.0217121,-76.3668922,3.439
64201,34.8070226,-79.1128169,3.799
64206,40.2237,-74.7641,3.899
64210,40.5748,-74.4152,4.799
64211,32.401,-104.2388,3.729
64215,33.2553,-103.3112,3.66233333
64216,42.2817412,-76.6968945,4.399
64218,42.8025,-73.9275,3.999
64221,41.0798,-81.5219,3.499
64223,41.3196,-81.6779,3.52733333
64224,41.3196,-81.6779,3.53233333
64227,39.2191,-81.7989,3.35733333
64229,39.9644,-82.4898,3.369
64230,39.9644,-82.4898,3.39566666
64231,41.4022,-82.2303,3.53233333
64233,39.2584,-84.7868,3.859
64235,41.1165,-83.1805,3.4315
64236,40.8298,-83.2721,3.249
64243,34.6565,-99.3061,3.00566666
64244,33.9303,-96.4293,3.089
64256,35.4147,-94.5137,3.799
64261,35.6134,-96.0068,2.989
64264,34.183,-98.0245,3.07733333
64265,35.538,-98.6853,3.13233333
64270,40.1045549,-74.951279,4.199
64274,40.2244396,-76.8979461,3.999
64275,40.09476245,-75.38513336,3.884
64282,41.0566,-75.7802,3.58566666
64285,35.122,-81.5182,3.429
64287,33.9079201,-81.5473262,3.08566666
64288,34.2202,-80.2483,3.43233333
64294,34.6593,-81.9609,3.099
64298,34.2813,-81.601,3.299
64299,32.778,-80.2281,3.439
64300,34.8789,-81.9646,3.08233333
64301,33.916532,-79.1128169,3.059
64307,32.9371151,-80.5409352,3.37233333
64309,33.9932,-81.0936,3.54566666
64310,33.1859958,-79.1128169,3.009
64313,43.5396,-96.7311,3.06566666
64314,44.0009,-97.3598,3.049
64336,43.9879,-90.4999,3.2990000000000004
64337,32.1526,-94.3368,2.999
64343,32.6037,-99.8111,2.889
64347,36.5831,-79.4088,4.009
64350,28.33,-98.1183,3.01566666
64352,30.8926,-102.8842,3.029
64355,31.6997,-98.1208,3.029
64360,28.0909,-97.817,3.019
64374,33.9622,-98.6819,2.864
64382,31.307,-96.6292,3.11566666
64390,32.0243,-102.1147,3.079
64393,29.6994,-98.1148,2.80566666
64399,34.7268,-100.5416,3.789
64406,31.6551661,-96.7888794,2.899
64407,27.3585,-98.1244,2.999
64408,29.4632,-98.5238,2.96566666
64409,29.4632,-98.5238,3.059
64420,31.9065,-94.3971,3.059
64421,33.4272,-96.3409,3.299
64422,30.1291,-93.9967,2.749
64423,29.2803,-98.6556,3.21066666
64430,41.7187,-112.189,3.599
64431,41.7187,-112.189,3.459
64435,36.5831,-79.4088,4.059
64436,36.6953,-77.5356,3.18233333
64438,36.7132,-78.9135,4.009
64441,36.6953,-76.6398,3.09233333
64442,48.8526,-122.5894,4.579000000000001
64445,44.2486,-91.4916,3.31566666
64446,42.523,-89.0184,3.799
64447,44.7383,-88.4476,3.45733333
64451,37.9826,-75.5291,3.339
64455,38.0674,-78.9014,3.959
64463,44.4615,-89.5382,3.26566666
64474,36.9936,-91.7019,3.03233333
64477,35.6777,-82.0017,3.759
64478,41.2602,-110.9646,3.699
64479,42.0343,-92.9068,3.24566666
64480,37.9753,-100.8527,3.73066666
64481,37.0757,-94.5018,3.39733333
64482,32.5975,-90.0317,3.489
64484,30.6812,-87.7416,3.339
64485,32.7935,-96.7667,3.18233333
64486,33.5496,-84.5914,3.199
64487,39.1205,-88.5509,3.3890000000000002
64488,30.2829,-91.9043,3.14233333
64490,33.7628,-84.422,3.35233333
64491,41.5977,-87.6022,3.8556666666666666
64492,39.7771,-86.1458,3.309
64493,38.9609,-94.8018,3.369
64494,42.2432,-83.1811,3.644
64495,42.3972,-83.3733,3.799
64496,42.2237,-83.366,3.545666666666667
64498,42.4934,-83.027,3.795666666666667
64499,38.7673,-90.4275,3.094
64500,39.1238,-94.5541,3.29233333
64501,35.2083,-80.8303,3.39566666
64502,39.9862,-82.9855,3.63066666
64503,41.6638,-83.5827,3.60066666
64508,43.0822,-89.393,3.57566666
64509,43.0642,-87.9675,3.74066666
64511,43.0642,-87.9675,3.779
64512,42.9726,-88.1291,3.499
64514,31.9876,-106.5933,3.459
64517,44.954,-92.3709,3.574
64519,41.1353,-75.9045,3.649
64520,39.8318,-84.8905,3.949
64521,34.0292,-94.7426,2.999
64523,34.8960604,-107.5819746,3.28066666
64524,44.2473883,-79.1128169,4.623698633333333
64525,41.0993,-80.6463,3.45233333
64526,35.9711736,-87.781969,3.17566666
64527,38.6914606,-84.3689142,3.759
64528,35.2904,-81.5451,3.249
64529,35.1984,-101.8316,3.26566666
64530,33.5793,-83.4758,3.859
64532,33.292,-83.9679,3.38566666
64533,32.9609,-97.3387,2.89066666
64534,43.4673,-70.4511,3.95733333
64535,34.3729,-83.2328,3.20566666
64536,42.7179,-114.5159,3.90233333
64537,31.5599,-97.1882,3.22066666
64538,41.5997,-87.055,3.814
64545,31.7182,-85.8178,3.599
64546,34.1537,-85.6689,3.349
64554,34.7925827,-85.9099775,3.199
64558,32.3846,-88.6896,2.81233333
64569,30.6782,-88.1162,3.20566666
64571,36.2333,-115.2654,3.734
64572,33.2586,-87.5993,3.399
64578,32.4585,-85.0253,3.249
64581,34.0308,-86.3179,3.109
64592,32.8444,-86.6233,3.33733333
64595,30.4169,-87.0229,3.799
64599,34.9766,-92.0274,3.499
64600,35.457,-93.4803,3.244
64610,36.0985,-93.7363,3.26566666
64617,35.6942,-89.9934,2.999
64647,32.5468,-82.8675,3.399
64648,33.7628,-84.422,3.319
64651,39.7771,-86.1458,3.869
64654,30.2576953,-79.1128169,3.699
64655,36.2138196,-79.686575,3.399
64656,35.2083,-80.8303,3.51233333
64660,43.0087,-88.2464,3.623
64662,43.0642,-87.9675,3.52066666
64664,40.6135,-89.4669,3.6523333333333334
64671,44.2981,-90.842,3.38233333
64672,39.8433,-85.426,3.959
64673,41.5376,-86.9049,3.58566666
64674,41.93126595,-79.1128169,4.399
64675,38.9473,-91.9389,2.939
64676,35.4676,-97.5136,3.309
64677,37.3654,-84.3401,2.999
64678,41.2901,-91.5545,3.109
64679,34.5776,-92.5713,3.229
64681,32.747,-111.5992,3.459
64682,35.2966,-99.6286,3.18233333
64683,33.7628,-84.422,2.97233333
64684,39.7771,-86.1458,3.319
64687,34.769,-84.972,3.29566666
64689,42.9832406,-81.243372,4.205615006666666
64702,51.6445566,-79.1128169,4.958143378333333
64706,31.1113,-87.0737,3.399
64712,31.2336,-85.407,3.41233333
64713,31.3275,-85.8463,3.599
64715,32.4597,-86.4573,3.499
64718,31.911,-87.7419,3.53233333
64719,32.8088,-85.181,3.399
64721,34.89,-91.1902,3.179
64723,33.8834,-91.4857,3.209
64724,36.0714,-94.1661,3.349
64755,38.9587,-92.7472,3.519
64764,40.0499,-107.8947,3.729
64765,40.6205,-103.1925,3.41566666
64773,39.445,-75.7183,2.999
64775,39.6681,-75.5697,3.2990000000000004
64777,26.5281,-80.0811,3.229
64778,29.9623,-82.9243,3.699
64779,28.5404,-82.3903,3.38233333
64789,25.784,-80.2101,3.399
64793,30.0502,-81.9011,3.399
64795,28.4773,-81.337,3.36233333
64798,26.7469,-80.132,3.779
64803,27.9945,-82.4447,3.42233333
64804,27.9945,-82.4447,3.449
64811,32.0736,-84.2248,3.699
64815,32.3188,-84.5177,3.299
64819,33.6399,-84.3376,3.999
64820,31.0404,-84.8792,3.199
64825,32.6070821,-79.1128169,3.399
64831,31.933,-82.6828,3.529
64833,31.1591,-83.7708,3.599
64834,31.1591,-83.7708,3.799
64840,34.0103,-85.044,3.599
64842,32.4375,-81.7751,3.199
64843,32.4375,-81.7751,3.599
64850,32.8663,-82.4014,3.41566666
64856,41.3596,-93.7902,3.099
64857,41.0175,-93.3097,3.369
64859,41.5725,-93.6105,3.13733333
64860,42.5002,-90.707,3.489
64862,43.1282,-92.7399,3.489
64863,40.6207,-91.3509,3.399
64868,41.0079,-91.1636,3.349
64871,41.4195,-91.068,3.299
64873,42.0265,-96.0909,3.149
64874,41.0304,-93.784,3.31233333
64875,41.4052,-92.9189,3.199
64876,40.7513,-95.8133,3.799
64877,41.4893,-91.5567,3.17066666
64880,43.4176,-95.1109,3.38233333
64881,42.6431,-95.196,3.23233333
64883,41.4894,-95.2197,3.109
64884,42.4959,-96.3901,3.649
64886,40.7058,-91.228,3.399
64887,44.7328,-116.4376,3.589
64888,45.926,-116.1224,3.90733333
64892,43.6782,-116.907,3.579
64894,40.4757,-88.9703,3.499
64902,40.3988,-88.8894,3.499
64907,40.6266,-89.2688,3.659
64913,40.4709,-90.6807,3.499
64914,39.3381,-87.8814,3.489
64920,41.9197,-89.0629,3.499
64928,41.7333,-87.8859,3.859
64929,41.1784,-90.3221,3.599
64930,41.9668,-87.9808,3.459
64933,40.8286,-84.9277,3.699
64938,40.3991,-86.8593,3.43233333
64939,41.0803,-86.8905,3.649
64946,41.4327,-85.0347,3.699
64949,37.9274,-95.4006,3.20566666
64950,39.8519,-95.538,3.15066666
64952,38.8837933,-79.1128169,3.399
64961,39.7619,-95.6342,2.984
64963,38.3955,-96.537,2.919
64964,37.4822,-100.8466,3.679
64969,37.3445,-85.3511,3.159
64980,37.1878764,-79.1128169,3.749
64982,38.6455,-83.7911,3.364
64984,37.8906,-84.5668,3.499
64990,37.051,-85.0774,3.199
64994,37.8093,-85.1208,3.379
64996,29.9058,-90.1434,3.449
64998,29.7041,-91.192,3.399
64999,32.5224,-93.6668,2.99233333
65000,30.2829,-91.9043,3.369
65002,30.1396,-91.954,3.30233333
65005,32.5153,-92.3539,3.21566666
65006,30.4904,-92.4191,3.199
65007,30.061,-90.6929,3.419
65008,29.678,-90.7831,3.499
65011,29.58,-90.7059,3.11566666
65017,31.0673,-92.0528,3.399
65019,30.1252011,-79.1128169,3.329
65021,30.5252,-92.0816,2.87066666
65022,29.7282,-90.6362,3.299
65023,30.2403,-92.2668,3.149
65025,32.4653,-93.7955,2.949
65026,29.9468716,-90.3231349,3.22566666
65027,30.3105,-93.6667,3.599
65030,29.7949,-90.8146,3.399
65033,40.8328,-83.9739,3.33066666
65036,32.4529,-91.49,2.964
65037,32.512,-92.1513,2.95733333
65048,42.5447687,-71.9108454,3.749
65059,39.3051,-76.6144,3.209
65062,39.6251,-78.0161,3.659
65064,39.6401,-77.7217,3.799
65066,38.6268,-75.864,3.259
65067,38.3773478,-76.9533055,3.379
65069,44.0851,-70.2492,3.899
65074,45.6089427,-68.5308623,3.50233333
65075,43.6773,-70.2715,3.74233333
65083,42.1723,-83.1946,3.639
65084,44.2493,-85.4164,3.259
65086,42.7525317,-79.1128169,4.099
65088,43.962426,-75.690308,3.819
65091,42.3127,-83.213,3.599
65092,42.3127,-83.213,3.659
65094,45.0208,-84.6809,3.814
65108,46.3538,-85.5098,3.699
65113,43.8725,-85.5068,3.5490000000000004
65121,42.2022,-83.4839,4.199
65127,42.8908,-85.7066,3.674
65129,45.8776,-95.3767,3.499
65132,47.4828,-94.8797,3.41566666
65135,44.9576,-95.3671,3.33233333
65136,46.7756,-92.1393,3.499
65141,44.0333,-92.7479,3.549
65142,45.1409,-93.1505,3.549
65153,45.5313,-94.2528,3.459
65162,38.6280278,-79.1128169,2.904
65165,37.3792,-89.6522,3.299
65171,37.1102,-92.5804,3.02566666
65177,37.1452,-93.4446,3.079
65178,36.5039535,-79.1128169,3.199
65180,39.9391,-94.8279,2.999
65188,34.869,-89.689,2.97233333
65192,31.6469,-89.5669,3.879
65194,31.2564,-89.8266,3.33233333
65197,31.5969,-89.2091,3.059
65198,32.1557,-90.1225,2.89566666
65204,33.5391,-89.1275,3.36566666
65212,31.2036,-89.0272,3.31566666
65213,31.2036,-89.0272,3.199
65214,32.3296,-89.1534,3.249
65216,32.3148,-89.8083,3.199
65221,32.1047,-90.298,2.899
65223,34.1622,-89.63,3.06566666
65225,30.8557,-89.1386,3.509
65234,35.8072,-77.3763,3.00733333
65241,35.3778,-77.9717,3.54066666
65246,34.6312,-79.0186,3.159
65250,34.7308,-76.7388,3.649
65251,35.0955,-77.0723,3.26566666
65252,35.9625,-77.3051,3.19733333
65267,35.7311,-77.9284,3.049
65268,36.0998131,-80.2440518,3.609
65270,46.9189,-104.0055,3.499
65273,47.9214,-97.0884,3.539
65274,48.3654,-99.9903,3.399
65282,40.1685,-97.5866,3.284
65283,42.4301,-97.0986,3.139
65284,40.7779,-99.7461,3.05733333
65287,40.7405,-99.5374,2.899
65289,40.658,-96.6614,3.349
65290,41.8684,-103.6616,3.599
65292,40.6635,-96.1827,3.319
65293,40.1747,-101.0136,3.499
65294,42.2379,-97.0101,3.244
65296,43.133061,-71.549149,4.199
65299,43.0394461,-71.0730253,4.029
65308,40.8179,-74.0854,3.19233333
65310,40.518157,-74.4113926,3.159
65314,39.7139,-75.1731,3.399
65315,40.2237,-74.7641,3.899
65319,39.8046,-74.985,3.199
65320,40.8769,-74.6724,4.099
65328,40.8042674,-79.1128169,3.259
65329,37.2126,-108.7265,3.45733333
65332,39.9562238,-75.0579502,3.329
65334,40.6894,-75.1821,3.329
65335,40.6894,-75.1821,3.359
65338,40.7245,-74.1725,3.879
65339,40.8313,-74.0147,3.229
65343,40.5748,-74.4152,3.999
65345,40.4539249,-79.1128169,3.16566666
65350,39.4653,-74.9981,3.359
65351,39.4653,-74.9981,3.269
65353,40.55418,-74.28600077,3.899
65359,34.1551,-106.9122,3.299
65360,33.373,-104.5294,3.36566666
65361,35.3804,-106.4731,3.269
65365,38.5253,-118.626,4.079
65373,44.986656,-73.446693,3.799
65377,42.604802,-73.7695658,3.699
65379,42.1784124,-79.1128169,4.659
65381,42.5675589,-79.1128169,2.949
65383,42.0229,-78.6331,3.129
65386,42.3973023,-75.1735017,3.999
65387,44.578486,-73.527031,3.799
65392,42.910719,-76.7967848,3.999
65395,40.8668,-82.3156,3.499
65398,41.4197915,-81.8238184,3.669
65400,40.8054,-82.9719,3.50733333
65406,41.4764,-81.6805,3.76566666
65411,39.0448,-82.6458,3.699
65415,40.7838,-81.5254,3.48233333
65423,41.5812,-83.5682,3.599
65426,39.7238,-82.9575,3.089
65431,40.3653,-80.6519,3.639
65441,35.3862,-99.4301,2.969
65444,34.0118,-95.5115,2.969
65445,33.904,-94.8285,3.199
65451,36.4438,-95.7089,3.159
65457,33.7936,-97.142,2.93233333
65463,43.1408157,-80.2631733,4.595828235
65469,43.2560802,-79.1128169,3.632570676666667
65476,42.9832406,-79.1128169,3.3973868816666664
65484,43.835765,-79.090576,4.456476258333333
65490,33.3767,-84.7761,3.699
65494,33.6178,-83.0751,3.859
65496,42.949297,-82.1187333,4.456476258333333
65513,40.0271453,-79.1128169,4.09233333
65514,9.1895265,-78.8052859,3.34733333
65518,40.20058725,-79.1128169,3.799
65521,39.9368,-76.9793,4.294
65522,40.1100978,-76.0327246,3.78566666
65523,40.0132,-78.3666,4.099
65524,40.0132,-78.3666,4.099
65525,40.1783,-74.8524,3.899
65527,39.7907,-77.7267,3.899
65530,40.2806,-76.6458,3.96733333
65532,41.1045,-77.4888,4.01566666
65533,40.3243,-79.859,3.699
65537,40.471514,-78.834566,3.51733333
65538,40.621456,-79.1128169,4.19233333
65549,40.7547,-75.2627,3.699
65552,40.1484058,-79.1128169,3.899
65556,39.9651,-76.7315,4.249
65572,33.5303,-81.7271,3.129
65573,34.0002,-79.2071,3.124
65578,32.9067,-80.0722,3.399
65587,34.4476,-82.395,2.909
65588,32.7024009,-80.0481488,3.069
65593,34.2121,-81.5329,3.11566666
65594,34.9415,-81.0241,3.149
65598,33.4043339,-79.9217432,3.41566666
65603,43.0797,-96.7803,3.159
65604,44.3623,-98.2094,3.359
65608,43.3495,-96.8937,3.204
65614,44.4105,-98.4738,3.089
65622,36.5572,-82.2154,3.299
65624,36.3828,-87.6403,3.564
65625,35.149,-86.5634,3.754
65629,35.8713,-84.4959,3.164
65639,35.9687,-86.5264,3.049
65641,32.4543,-99.7384,2.87566666
65652,32.7817,-97.3474,2.969
65659,34.256,-99.5144,2.89566666
65666,32.7935,-96.7667,2.96566666
65667,33.2263,-97.5875,2.899
65671,30.1226,-93.7607,3.439
65673,28.7125,-100.484,3.899
65674,28.7125,-100.484,3.199
65678,32.3254,-96.6347,2.869
65683,34.6394,-102.723,2.999
65686,34.1479,-99.3,2.86066666
65690,29.5126,-97.4472,2.799
65691,29.5126,-97.4472,2.904
65721,33.3569,-97.696,2.81566666
